name,sku,basePrice,compareAtPrice,stockOnHand,categoryName,brandName,shortDescription,description,imageUrl
Leather Sandals Navy,GRS-0288,39,49,96,Footwear,Aysel Tekstil,Leather sandals in navy,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-sandals-navy-288-1/600/600|https://picsum.photos/seed/leather-sandals-navy-288-2/600/600|https://picsum.photos/seed/leather-sandals-navy-288-3/600/600
Cashmere Backpack Burgundy,GRS-0289,52,,113,Bags & leather goods,Bursa Atelier,Cashmere backpack in burgundy,Handcrafted cashmere backpack finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-backpack-burgundy-289-1/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-289-2/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-289-3/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-289-4/600/600
Cotton Kaftan Navy,GRS-0290,65,,10,Apparel & clothing,Anatolia Co.,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-290-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-290-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-290-3/600/600
Wool Table Runner Burgundy,GRS-0291,78,103,27,Textiles & home,House label,Wool table runner in burgundy,Handcrafted wool table runner finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-table-runner-burgundy-291-1/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-291-2/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-291-3/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-291-4/600/600
Denim Belt Navy,GRS-0292,91,,44,Accessories,Aysel Tekstil,Denim belt in navy,Handcrafted denim belt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-belt-navy-292-1/600/600|https://picsum.photos/seed/denim-belt-navy-292-2/600/600|https://picsum.photos/seed/denim-belt-navy-292-3/600/600
Canvas Heels Burgundy,GRS-0293,104,,61,Footwear,Bursa Atelier,Canvas heels in burgundy,Handcrafted canvas heels finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-heels-burgundy-293-1/600/600|https://picsum.photos/seed/canvas-heels-burgundy-293-2/600/600|https://picsum.photos/seed/canvas-heels-burgundy-293-3/600/600|https://picsum.photos/seed/canvas-heels-burgundy-293-4/600/600
Silk Tote Navy,GRS-0294,117,157,78,Bags & leather goods,Anatolia Co.,Silk tote in navy,Handcrafted silk tote finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-tote-navy-294-1/600/600|https://picsum.photos/seed/silk-tote-navy-294-2/600/600|https://picsum.photos/seed/silk-tote-navy-294-3/600/600
Suede Shirt Burgundy,GRS-0295,130,,95,Apparel & clothing,House label,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-295-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-295-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-295-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-295-4/600/600
Velvet Wrap Navy,GRS-0296,143,,112,Textiles & home,Aysel Tekstil,Velvet wrap in navy,Handcrafted velvet wrap finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-wrap-navy-296-1/600/600|https://picsum.photos/seed/velvet-wrap-navy-296-2/600/600|https://picsum.photos/seed/velvet-wrap-navy-296-3/600/600
Linen Necklace Burgundy,GRS-0297,156,171,9,Accessories,Bursa Atelier,Linen necklace in burgundy,Handcrafted linen necklace finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-necklace-burgundy-297-1/600/600|https://picsum.photos/seed/linen-necklace-burgundy-297-2/600/600|https://picsum.photos/seed/linen-necklace-burgundy-297-3/600/600|https://picsum.photos/seed/linen-necklace-burgundy-297-4/600/600
Leather Slippers Navy,GRS-0298,169,,26,Footwear,Anatolia Co.,Leather slippers in navy,Handcrafted leather slippers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-slippers-navy-298-1/600/600|https://picsum.photos/seed/leather-slippers-navy-298-2/600/600|https://picsum.photos/seed/leather-slippers-navy-298-3/600/600
Cashmere Duffel Burgundy,GRS-0299,182,,43,Bags & leather goods,House label,Cashmere duffel in burgundy,Handcrafted cashmere duffel finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-duffel-burgundy-299-1/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-299-2/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-299-3/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-299-4/600/600
Cotton Kaftan Navy,GRS-0300,195,225,60,Apparel & clothing,Aysel Tekstil,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-300-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-300-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-300-3/600/600
Wool Bedsheet Burgundy,GRS-0301,22,,77,Textiles & home,Bursa Atelier,Wool bedsheet in burgundy,Handcrafted wool bedsheet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-bedsheet-burgundy-301-1/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-301-2/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-301-3/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-301-4/600/600
Denim Gloves Navy,GRS-0302,35,,94,Accessories,Anatolia Co.,Denim gloves in navy,Handcrafted denim gloves finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-gloves-navy-302-1/600/600|https://picsum.photos/seed/denim-gloves-navy-302-2/600/600|https://picsum.photos/seed/denim-gloves-navy-302-3/600/600
Canvas Sneakers Burgundy,GRS-0303,48,93,111,Footwear,House label,Canvas sneakers in burgundy,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-sneakers-burgundy-303-1/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-303-2/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-303-3/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-303-4/600/600
Silk Crossbody Bag Navy,GRS-0304,61,,8,Bags & leather goods,Aysel Tekstil,Silk crossbody bag in navy,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-crossbody-bag-navy-304-1/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-304-2/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-304-3/600/600
Suede Shirt Burgundy,GRS-0305,74,,25,Apparel & clothing,Bursa Atelier,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-305-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-305-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-305-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-305-4/600/600
Velvet Cushion Cover Navy,GRS-0306,87,107,42,Textiles & home,Anatolia Co.,Velvet cushion cover in navy,Handcrafted velvet cushion cover finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-cushion-cover-navy-306-1/600/600|https://picsum.photos/seed/velvet-cushion-cover-navy-306-2/600/600|https://picsum.photos/seed/velvet-cushion-cover-navy-306-3/600/600
Linen Earrings Burgundy,GRS-0307,100,,59,Accessories,House label,Linen earrings in burgundy,Handcrafted linen earrings finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-earrings-burgundy-307-1/600/600|https://picsum.photos/seed/linen-earrings-burgundy-307-2/600/600|https://picsum.photos/seed/linen-earrings-burgundy-307-3/600/600|https://picsum.photos/seed/linen-earrings-burgundy-307-4/600/600
Leather Boots Navy,GRS-0308,113,,76,Footwear,Aysel Tekstil,Leather boots in navy,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-boots-navy-308-1/600/600|https://picsum.photos/seed/leather-boots-navy-308-2/600/600|https://picsum.photos/seed/leather-boots-navy-308-3/600/600
Cashmere Clutch Burgundy,GRS-0309,126,161,93,Bags & leather goods,Bursa Atelier,Cashmere clutch in burgundy,Handcrafted cashmere clutch finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-clutch-burgundy-309-1/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-309-2/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-309-3/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-309-4/600/600
Cotton Kaftan Navy,GRS-0310,139,,110,Apparel & clothing,Anatolia Co.,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-310-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-310-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-310-3/600/600
Wool Curtain Burgundy,GRS-0311,152,,7,Textiles & home,House label,Wool curtain in burgundy,Handcrafted wool curtain finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-curtain-burgundy-311-1/600/600|https://picsum.photos/seed/wool-curtain-burgundy-311-2/600/600|https://picsum.photos/seed/wool-curtain-burgundy-311-3/600/600|https://picsum.photos/seed/wool-curtain-burgundy-311-4/600/600
Denim Scarf Navy,GRS-0312,165,175,24,Accessories,Aysel Tekstil,Denim scarf in navy,Handcrafted denim scarf finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-scarf-navy-312-1/600/600|https://picsum.photos/seed/denim-scarf-navy-312-2/600/600|https://picsum.photos/seed/denim-scarf-navy-312-3/600/600
Canvas Loafers Burgundy,GRS-0313,178,,41,Footwear,Bursa Atelier,Canvas loafers in burgundy,Handcrafted canvas loafers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-loafers-burgundy-313-1/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-313-2/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-313-3/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-313-4/600/600
Silk Wallet Navy,GRS-0314,191,,58,Bags & leather goods,Anatolia Co.,Silk wallet in navy,Handcrafted silk wallet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-wallet-navy-314-1/600/600|https://picsum.photos/seed/silk-wallet-navy-314-2/600/600|https://picsum.photos/seed/silk-wallet-navy-314-3/600/600
Suede Shirt Burgundy,GRS-0315,18,43,75,Apparel & clothing,House label,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-315-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-315-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-315-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-315-4/600/600
Velvet Blanket Navy,GRS-0316,31,,92,Textiles & home,Aysel Tekstil,Velvet blanket in navy,Handcrafted velvet blanket finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-blanket-navy-316-1/600/600|https://picsum.photos/seed/velvet-blanket-navy-316-2/600/600|https://picsum.photos/seed/velvet-blanket-navy-316-3/600/600
Linen Hat Burgundy,GRS-0317,44,,109,Accessories,Bursa Atelier,Linen hat in burgundy,Handcrafted linen hat finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-hat-burgundy-317-1/600/600|https://picsum.photos/seed/linen-hat-burgundy-317-2/600/600|https://picsum.photos/seed/linen-hat-burgundy-317-3/600/600|https://picsum.photos/seed/linen-hat-burgundy-317-4/600/600
Leather Sandals Navy,GRS-0318,57,97,6,Footwear,Anatolia Co.,Leather sandals in navy,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-sandals-navy-318-1/600/600|https://picsum.photos/seed/leather-sandals-navy-318-2/600/600|https://picsum.photos/seed/leather-sandals-navy-318-3/600/600
Cashmere Backpack Burgundy,GRS-0319,70,,23,Bags & leather goods,House label,Cashmere backpack in burgundy,Handcrafted cashmere backpack finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-backpack-burgundy-319-1/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-319-2/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-319-3/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-319-4/600/600
Cotton Kaftan Navy,GRS-0320,83,,40,Apparel & clothing,Aysel Tekstil,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-320-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-320-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-320-3/600/600
Wool Throw Burgundy,GRS-0321,96,111,57,Textiles & home,Bursa Atelier,Wool throw in burgundy,Handcrafted wool throw finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-throw-burgundy-321-1/600/600|https://picsum.photos/seed/wool-throw-burgundy-321-2/600/600|https://picsum.photos/seed/wool-throw-burgundy-321-3/600/600|https://picsum.photos/seed/wool-throw-burgundy-321-4/600/600
Denim Bracelet Navy,GRS-0322,109,,74,Accessories,Anatolia Co.,Denim bracelet in navy,Handcrafted denim bracelet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-bracelet-navy-322-1/600/600|https://picsum.photos/seed/denim-bracelet-navy-322-2/600/600|https://picsum.photos/seed/denim-bracelet-navy-322-3/600/600
Canvas Heels Burgundy,GRS-0323,122,,91,Footwear,House label,Canvas heels in burgundy,Handcrafted canvas heels finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-heels-burgundy-323-1/600/600|https://picsum.photos/seed/canvas-heels-burgundy-323-2/600/600|https://picsum.photos/seed/canvas-heels-burgundy-323-3/600/600|https://picsum.photos/seed/canvas-heels-burgundy-323-4/600/600
Silk Tote Navy,GRS-0324,135,165,108,Bags & leather goods,Aysel Tekstil,Silk tote in navy,Handcrafted silk tote finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-tote-navy-324-1/600/600|https://picsum.photos/seed/silk-tote-navy-324-2/600/600|https://picsum.photos/seed/silk-tote-navy-324-3/600/600
Suede Shirt Burgundy,GRS-0325,148,,5,Apparel & clothing,Bursa Atelier,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-325-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-325-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-325-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-325-4/600/600
Velvet Towel Navy,GRS-0326,161,,22,Textiles & home,Anatolia Co.,Velvet towel in navy,Handcrafted velvet towel finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-towel-navy-326-1/600/600|https://picsum.photos/seed/velvet-towel-navy-326-2/600/600|https://picsum.photos/seed/velvet-towel-navy-326-3/600/600
Linen Sunglasses Burgundy,GRS-0327,174,219,39,Accessories,House label,Linen sunglasses in burgundy,Handcrafted linen sunglasses finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-sunglasses-burgundy-327-1/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-327-2/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-327-3/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-327-4/600/600
Leather Slippers Navy,GRS-0328,187,,56,Footwear,Aysel Tekstil,Leather slippers in navy,Handcrafted leather slippers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-slippers-navy-328-1/600/600|https://picsum.photos/seed/leather-slippers-navy-328-2/600/600|https://picsum.photos/seed/leather-slippers-navy-328-3/600/600
Cashmere Duffel Burgundy,GRS-0329,200,,73,Bags & leather goods,Bursa Atelier,Cashmere duffel in burgundy,Handcrafted cashmere duffel finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-duffel-burgundy-329-1/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-329-2/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-329-3/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-329-4/600/600
Cotton Kaftan Navy,GRS-0330,27,47,90,Apparel & clothing,Anatolia Co.,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-330-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-330-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-330-3/600/600
Wool Table Runner Burgundy,GRS-0331,40,,107,Textiles & home,House label,Wool table runner in burgundy,Handcrafted wool table runner finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-table-runner-burgundy-331-1/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-331-2/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-331-3/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-331-4/600/600
Denim Belt Navy,GRS-0332,53,,4,Accessories,Aysel Tekstil,Denim belt in navy,Handcrafted denim belt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-belt-navy-332-1/600/600|https://picsum.photos/seed/denim-belt-navy-332-2/600/600|https://picsum.photos/seed/denim-belt-navy-332-3/600/600
Canvas Sneakers Burgundy,GRS-0333,66,101,21,Footwear,Bursa Atelier,Canvas sneakers in burgundy,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-sneakers-burgundy-333-1/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-333-2/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-333-3/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-333-4/600/600
Silk Crossbody Bag Navy,GRS-0334,79,,38,Bags & leather goods,Anatolia Co.,Silk crossbody bag in navy,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-crossbody-bag-navy-334-1/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-334-2/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-334-3/600/600
Suede Shirt Burgundy,GRS-0335,92,,55,Apparel & clothing,House label,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-335-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-335-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-335-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-335-4/600/600
Velvet Wrap Navy,GRS-0336,105,115,72,Textiles & home,Aysel Tekstil,Velvet wrap in navy,Handcrafted velvet wrap finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-wrap-navy-336-1/600/600|https://picsum.photos/seed/velvet-wrap-navy-336-2/600/600|https://picsum.photos/seed/velvet-wrap-navy-336-3/600/600
Linen Necklace Burgundy,GRS-0337,118,,89,Accessories,Bursa Atelier,Linen necklace in burgundy,Handcrafted linen necklace finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-necklace-burgundy-337-1/600/600|https://picsum.photos/seed/linen-necklace-burgundy-337-2/600/600|https://picsum.photos/seed/linen-necklace-burgundy-337-3/600/600|https://picsum.photos/seed/linen-necklace-burgundy-337-4/600/600
Leather Boots Navy,GRS-0338,131,,106,Footwear,Anatolia Co.,Leather boots in navy,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-boots-navy-338-1/600/600|https://picsum.photos/seed/leather-boots-navy-338-2/600/600|https://picsum.photos/seed/leather-boots-navy-338-3/600/600
Cashmere Clutch Burgundy,GRS-0339,144,169,3,Bags & leather goods,House label,Cashmere clutch in burgundy,Handcrafted cashmere clutch finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-clutch-burgundy-339-1/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-339-2/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-339-3/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-339-4/600/600
Cotton Kaftan Navy,GRS-0340,157,,20,Apparel & clothing,Aysel Tekstil,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-340-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-340-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-340-3/600/600
Wool Bedsheet Burgundy,GRS-0341,170,,37,Textiles & home,Bursa Atelier,Wool bedsheet in burgundy,Handcrafted wool bedsheet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-bedsheet-burgundy-341-1/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-341-2/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-341-3/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-341-4/600/600
Denim Gloves Navy,GRS-0342,183,223,54,Accessories,Anatolia Co.,Denim gloves in navy,Handcrafted denim gloves finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-gloves-navy-342-1/600/600|https://picsum.photos/seed/denim-gloves-navy-342-2/600/600|https://picsum.photos/seed/denim-gloves-navy-342-3/600/600
Canvas Loafers Burgundy,GRS-0343,196,,71,Footwear,House label,Canvas loafers in burgundy,Handcrafted canvas loafers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-loafers-burgundy-343-1/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-343-2/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-343-3/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-343-4/600/600
Silk Wallet Navy,GRS-0344,23,,88,Bags & leather goods,Aysel Tekstil,Silk wallet in navy,Handcrafted silk wallet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-wallet-navy-344-1/600/600|https://picsum.photos/seed/silk-wallet-navy-344-2/600/600|https://picsum.photos/seed/silk-wallet-navy-344-3/600/600
Suede Shirt Burgundy,GRS-0345,36,51,105,Apparel & clothing,Bursa Atelier,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-345-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-345-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-345-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-345-4/600/600
Velvet Cushion Cover Navy,GRS-0346,49,,2,Textiles & home,Anatolia Co.,Velvet cushion cover in navy,Handcrafted velvet cushion cover finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-cushion-cover-navy-346-1/600/600|https://picsum.photos/seed/velvet-cushion-cover-navy-346-2/600/600|https://picsum.photos/seed/velvet-cushion-cover-navy-346-3/600/600
Linen Earrings Burgundy,GRS-0347,62,,19,Accessories,House label,Linen earrings in burgundy,Handcrafted linen earrings finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-earrings-burgundy-347-1/600/600|https://picsum.photos/seed/linen-earrings-burgundy-347-2/600/600|https://picsum.photos/seed/linen-earrings-burgundy-347-3/600/600|https://picsum.photos/seed/linen-earrings-burgundy-347-4/600/600
Leather Sandals Navy,GRS-0348,75,105,36,Footwear,Aysel Tekstil,Leather sandals in navy,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-sandals-navy-348-1/600/600|https://picsum.photos/seed/leather-sandals-navy-348-2/600/600|https://picsum.photos/seed/leather-sandals-navy-348-3/600/600
Cashmere Backpack Burgundy,GRS-0349,88,,53,Bags & leather goods,Bursa Atelier,Cashmere backpack in burgundy,Handcrafted cashmere backpack finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-backpack-burgundy-349-1/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-349-2/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-349-3/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-349-4/600/600
Cotton Kaftan Navy,GRS-0350,101,,70,Apparel & clothing,Anatolia Co.,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-350-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-350-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-350-3/600/600
Wool Curtain Burgundy,GRS-0351,114,159,87,Textiles & home,House label,Wool curtain in burgundy,Handcrafted wool curtain finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-curtain-burgundy-351-1/600/600|https://picsum.photos/seed/wool-curtain-burgundy-351-2/600/600|https://picsum.photos/seed/wool-curtain-burgundy-351-3/600/600|https://picsum.photos/seed/wool-curtain-burgundy-351-4/600/600
Denim Scarf Navy,GRS-0352,127,,104,Accessories,Aysel Tekstil,Denim scarf in navy,Handcrafted denim scarf finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-scarf-navy-352-1/600/600|https://picsum.photos/seed/denim-scarf-navy-352-2/600/600|https://picsum.photos/seed/denim-scarf-navy-352-3/600/600
Canvas Heels Burgundy,GRS-0353,140,,1,Footwear,Bursa Atelier,Canvas heels in burgundy,Handcrafted canvas heels finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-heels-burgundy-353-1/600/600|https://picsum.photos/seed/canvas-heels-burgundy-353-2/600/600|https://picsum.photos/seed/canvas-heels-burgundy-353-3/600/600|https://picsum.photos/seed/canvas-heels-burgundy-353-4/600/600
Silk Tote Navy,GRS-0354,153,173,18,Bags & leather goods,Anatolia Co.,Silk tote in navy,Handcrafted silk tote finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-tote-navy-354-1/600/600|https://picsum.photos/seed/silk-tote-navy-354-2/600/600|https://picsum.photos/seed/silk-tote-navy-354-3/600/600
Suede Shirt Burgundy,GRS-0355,166,,35,Apparel & clothing,House label,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-355-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-355-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-355-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-355-4/600/600
Velvet Blanket Navy,GRS-0356,179,,52,Textiles & home,Aysel Tekstil,Velvet blanket in navy,Handcrafted velvet blanket finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-blanket-navy-356-1/600/600|https://picsum.photos/seed/velvet-blanket-navy-356-2/600/600|https://picsum.photos/seed/velvet-blanket-navy-356-3/600/600
Linen Hat Burgundy,GRS-0357,192,227,69,Accessories,Bursa Atelier,Linen hat in burgundy,Handcrafted linen hat finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-hat-burgundy-357-1/600/600|https://picsum.photos/seed/linen-hat-burgundy-357-2/600/600|https://picsum.photos/seed/linen-hat-burgundy-357-3/600/600|https://picsum.photos/seed/linen-hat-burgundy-357-4/600/600
Leather Slippers Navy,GRS-0358,19,,86,Footwear,Anatolia Co.,Leather slippers in navy,Handcrafted leather slippers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-slippers-navy-358-1/600/600|https://picsum.photos/seed/leather-slippers-navy-358-2/600/600|https://picsum.photos/seed/leather-slippers-navy-358-3/600/600
Cashmere Duffel Burgundy,GRS-0359,32,,103,Bags & leather goods,House label,Cashmere duffel in burgundy,Handcrafted cashmere duffel finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-duffel-burgundy-359-1/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-359-2/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-359-3/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-359-4/600/600
